event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,adjusted_quantity,,Promo_price,,Total Revenue Generated,,Incremental revenue,,incremental sold unit
fe4bf5,STCHE-4,CAMP_DIW_01,P06,415,25% OFF,91,80,,80,,311.25,,62665,,-12865,,-11
d91475,STMYS-0,CAMP_DIW_01,P07,300,BOGOF,61,189,,378,,150,,75000,,38400,,317
09d857,STHYD-5,CAMP_DIW_01,P02,860,33% OFF,386,594,,594,,576.2,,674222.8,,10302.8,,208
aa96fc,STCHE-4,CAMP_SAN_01,P04,370,BOGOF,379,1603,,3206,,185,,733340,,452880,,2827
2c893f,STCHE-3,CAMP_DIW_01,P12,62,50% OFF,103,129,,129,,31,,10385,,-2387,,26
bac74e,STBLR-9,CAMP_SAN_01,P01,172,33% OFF,319,449,,449,,115.24,,106610.76,,-3125.24,,130
31c430,STHYD-1,CAMP_SAN_01,P01,172,33% OFF,312,393,,393,,115.24,,98953.32,,-8374.67999999999,,81
432f1d,STBLR-4,CAMP_SAN_01,P05,55,25% OFF,19,15,,15,,41.25,,1663.75,,-426.25,,-4
6edb42,STBLR-8,CAMP_SAN_01,P10,50,25% OFF,36,26,,26,,37.5,,2775,,-825,,-10
115760,STMDU-2,CAMP_DIW_01,P07,300,BOGOF,43,147,,294,,150,,57000,,31200,,251
acf9c2,STCHE-4,CAMP_SAN_01,P01,172,33% OFF,235,329,,329,,115.24,,78333.96,,-2506.03999999999,,94
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,,3766,,100,,463200,,290000,,3333
40baa1,STCBE-0,CAMP_SAN_01,P08,1190,BOGOF,42,167,,334,,595,,248710,,148750,,292
ba7fb5,STCHE-0,CAMP_DIW_01,P05,55,25% OFF,119,107,,107,,41.25,,10958.75,,-2131.25,,-12
555fcd,STVSK-3,CAMP_DIW_01,P13,350,BOGOF,57,178,,356,,175,,82250,,42350,,299
c649ca,STMYS-1,CAMP_SAN_01,P02,860,33% OFF,595,886,,886,,576.2,,1022213.2,,-1186.79999999999,,291
578a67,STBLR-2,CAMP_DIW_01,P11,190,50% OFF,101,131,,131,,95,,31635,,-6745,,30
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,,188,,217.5,,96570,,-14790,,-4
77c2be,STBLR-8,CAMP_DIW_01,P06,415,25% OFF,78,62,,62,,311.25,,51667.5,,-13072.5,,-16
8cd89f,STHYD-0,CAMP_SAN_01,P03,200,BOGOF,363,1408,,2816,,100,,354200,,209000,,2453
21006,STVSK-2,CAMP_SAN_01,P03,200,BOGOF,192,754,,1508,,100,,189200,,112400,,1316
1c3fb4,STMLR-1,CAMP_SAN_01,P02,860,33% OFF,237,327,,327,,576.2,,392237.4,,-15402.6,,90
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,BOGOF,93,234,,468,,510,,333540,,143820,,375
3ea7d6,STMYS-0,CAMP_SAN_01,P15,3000,500 Cashback,105,173,,173,,2500,,747500,,117500,,68
fb508c,STBLR-9,CAMP_DIW_01,P15,3000,500 Cashback,358,1070,,1070,,2500,,3749000,,1601000,,712
d671d3,STVSK-1,CAMP_DIW_01,P12,62,50% OFF,91,113,,113,,31,,9145,,-2139,,22
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,,15,,311.25,,13383.75,,-4046.25,,-6
33da9a,STHYD-5,CAMP_DIW_01,P14,1020,BOGOF,54,183,,366,,510,,241740,,131580,,312
e391bc,STHYD-0,CAMP_DIW_01,P09,110,50% OFF,77,113,,113,,55,,14685,,-2255,,36
cd4812,STMDU-3,CAMP_DIW_01,P07,300,BOGOF,47,162,,324,,150,,62700,,34500,,277
c4123e,STCHE-7,CAMP_DIW_01,P02,860,33% OFF,336,507,,507,,576.2,,581093.4,,3173.40000000002,,171
933f7e,STCHE-7,CAMP_DIW_01,P07,300,BOGOF,71,282,,564,,150,,105900,,63300,,493
7c8fd1,STMYS-3,CAMP_DIW_01,P15,3000,500 Cashback,416,1472,,1472,,2500,,4928000,,2432000,,1056
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,,184,,510,,122400,,65280,,156
65a802,STMLR-1,CAMP_SAN_01,P05,55,25% OFF,13,10,,10,,41.25,,1127.5,,-302.5,,-3
ffdcb8,STHYD-6,CAMP_SAN_01,P02,860,33% OFF,454,644,,644,,576.2,,761512.8,,-19367.2,,190
496b80,STHYD-4,CAMP_SAN_01,P15,3000,500 Cashback,118,253,,253,,2500,,986500,,278500,,135
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,,3304,,185,,759980,,462500,,2902
84dbe3,STHYD-1,CAMP_SAN_01,P07,300,BOGOF,51,140,,280,,150,,57300,,26700,,229
45c35a,STHYD-5,CAMP_SAN_01,P11,190,50% OFF,54,76,,76,,95,,17480,,-3040,,22
6d343d,STHYD-6,CAMP_DIW_01,P12,62,50% OFF,133,167,,167,,31,,13423,,-3069,,34
a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,,49,,31,,3751,,-713,,13
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,,330,,150,,61500,,37500,,290
5.23E+42,STCHE-5,CAMP_DIW_01,P15,3000,500 Cashback,388,1187,,1187,,2500,,4131500,,1803500,,799
faeeb8,STHYD-2,CAMP_DIW_01,P09,110,50% OFF,80,107,,107,,55,,14685,,-2915,,27
3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,,438,,510,,309060,,137700,,354
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,,378,,510,,240720,,144840,,331
35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,,308,,150,,58200,,34200,,268
8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,,1738,,100,,240400,,107200,,1405
b4867e,STCHE-6,CAMP_SAN_01,P11,190,50% OFF,57,79,,79,,95,,18335,,-3325,,22
cea0e2,STCHE-2,CAMP_DIW_01,P11,190,50% OFF,73,84,,84,,95,,21850,,-5890,,11
a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,,27,,311.25,,22513.75,,-5706.25,,-7
1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,50% OFF,31,46,,46,,95,,10260,,-1520,,15
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,,548,,510,,349860,,209100,,479
b5cd07,STVSK-3,CAMP_SAN_01,P01,172,33% OFF,222,275,,275,,115.24,,69875,,-6493,,53
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,,301,,117,,88725,,-18291,,-42
f682ec,STBLR-0,CAMP_SAN_01,P01,172,33% OFF,273,382,,382,,115.24,,90977.68,,-2934.32,,109
693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,,3576,,100,,448400,,266800,,3122
349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,,378,,510,,250920,,134640,,321
50802a,STCHE-3,CAMP_DIW_01,P07,300,BOGOF,64,257,,514,,150,,96300,,57900,,450
e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,50% OFF,78,102,,102,,55,,14190,,-2970,,24
5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,50% OFF,57,72,,72,,32.5,,6045,,-1365,,15
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,,888,,510,,557940,,347820,,785
6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,500 Cashback,379,1095,,1095,,2500,,3874500,,1600500,,716
ec9948,STCBE-2,CAMP_DIW_01,P05,55,25% OFF,99,86,,86,,41.25,,8992.5,,-1897.5,,-13
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,,2878,,185,,669330,,395530,,2508
3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,,3244,,100,,407400,,241400,,2829
19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,,62,,55,,8580,,-1760,,15
691b63,STCHE-6,CAMP_DIW_01,P15,3000,500 Cashback,432,1291,,1291,,2500,,4523500,,1931500,,859
3ace0f,STVSK-2,CAMP_DIW_01,P09,110,50% OFF,64,98,,98,,55,,12430,,-1650,,34
8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,,146,,510,,96900,,52020,,124
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,,314,,175,,70700,,39200,,269
d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,,312,,217.5,,167330,,-31610,,-31
731f58,STMYS-0,CAMP_SAN_01,P05,55,25% OFF,28,22,,22,,41.25,,2447.5,,-632.5,,-6
98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,,90,,311.25,,69927.5,,-13902.5,,-11
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,,3018,,100,,378600,,225000,,2634
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,,16,,311.25,,14110,,-4150,,-6
4c1375,STHYD-4,CAMP_DIW_01,P10,65,50% OFF,148,196,,196,,32.5,,15990,,-3250,,48
480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,,3214,,185,,745550,,443630,,2806
6d153f,STHYD-5,CAMP_SAN_01,P15,3000,500 Cashback,122,272,,272,,2500,,1046000,,314000,,150
508621,STCBE-2,CAMP_SAN_01,P02,860,33% OFF,508,751,,751,,576.2,,869606.2,,-4153.79999999999,,243
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,,334,,115.24,,80458.16,,-3477.84,,90
a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,,289,,217.5,,148407.5,,-22692.5,,-6
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,,358,,510,,230520,,134640,,311
c9899d,STTRV-1,CAMP_DIW_01,P02,860,33% OFF,199,300,,300,,576.2,,344000,,1720,,101
17195,STCHE-4,CAMP_SAN_01,P11,190,50% OFF,45,64,,64,,95,,14630,,-2470,,19
e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,,195,,117,,57915,,-12285,,-30
69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,,137,,32.5,,11342.5,,-2437.5,,31
65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,,92,,31,,6448,,-744,,34
f45be0,STCHE-2,CAMP_SAN_01,P05,55,25% OFF,25,23,,23,,41.25,,2323.75,,-426.25,,-2
491ff2,STVJD-1,CAMP_SAN_01,P12,62,50% OFF,30,42,,42,,31,,3162,,-558,,12
b7286f,STBLR-5,CAMP_SAN_01,P02,860,33% OFF,507,704,,704,,576.2,,841664.8,,-30375.2,,197
45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,,2868,,185,,654900,,406260,,2532
edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,,93,,95,,22135,,-4465,,23
4572a3,STCHE-1,CAMP_SAN_01,P11,190,50% OFF,48,55,,55,,95,,14345,,-3895,,7
896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,,171,,217.5,,89392.5,,-15007.5,,-9
308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,,279,,115.24,,70851.96,,-6548.04,,54
4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,BOGOF,47,165,,330,,595,,252280,,140420,,283
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,,1926,,100,,264800,,120400,,1565
8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,,1524,,185,,389610,,174270,,1233
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,,243,,217.5,,131442.5,,-25737.5,,-28
cca40f,STBLR-1,CAMP_SAN_01,P12,62,50% OFF,73,102,,102,,31,,7688,,-1364,,29
f97b6d,STMLR-2,CAMP_DIW_01,P07,300,BOGOF,33,115,,230,,150,,44400,,24600,,197
69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,BOGOF,24,92,,184,,595,,138040,,80920,,160
bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,25% OFF,16,15,,15,,41.25,,1498.75,,-261.25,,-1
30f1c0,STVJD-1,CAMP_SAN_01,P07,300,BOGOF,22,88,,176,,150,,33000,,19800,,154
390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,,26,,311.25,,20957.5,,-4772.5,,-5
e0844a,STTRV-1,CAMP_DIW_01,P10,65,50% OFF,64,80,,80,,32.5,,6760,,-1560,,16
0a0062,STHYD-4,CAMP_DIW_01,P12,62,50% OFF,110,146,,146,,31,,11346,,-2294,,36
886ef2,STMLR-2,CAMP_DIW_01,P08,1190,BOGOF,22,73,,146,,595,,113050,,60690,,124
2ef46d,STMDU-0,CAMP_DIW_01,P02,860,33% OFF,278,430,,430,,576.2,,486846,,8686.00000000003,,152
52d20e,STHYD-1,CAMP_DIW_01,P10,65,50% OFF,134,156,,156,,32.5,,13780,,-3640,,22
785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,,20,,37.5,,2000,,-500,,-5
3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,,882,,175,,194250,,114450,,768
ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,,529,,115.24,,122537.96,,-614.039999999994,,171
02c389,STBLR-8,CAMP_DIW_01,P12,62,50% OFF,120,159,,159,,31,,12369,,-2511,,39
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,,694,,510,,442680,,265200,,607
aabcfb,STVSK-3,CAMP_SAN_01,P02,860,33% OFF,345,438,,438,,576.2,,549075.6,,-44324.4,,93
5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,,540,,175,,119000,,70000,,470
e207f7,STCHE-1,CAMP_DIW_01,P11,190,50% OFF,77,83,,83,,95,,22515,,-6745,,6
9154f0,STCHE-4,CAMP_DIW_01,P11,190,50% OFF,91,123,,123,,95,,28975,,-5605,,32
e24a3a,STVSK-1,CAMP_DIW_01,P07,300,BOGOF,49,170,,340,,150,,65700,,36300,,291
8c62ba,STVSK-0,CAMP_DIW_01,P01,172,33% OFF,161,265,,265,,115.24,,58230.6,,2846.6,,104
835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,,49,,67.5,,8167.5,,-1552.5,,-5
4fe9ba,STVSK-2,CAMP_DIW_01,P07,300,BOGOF,45,150,,300,,150,,58500,,31500,,255
e2c5f7,STTRV-0,CAMP_DIW_01,P08,1190,BOGOF,31,102,,204,,595,,158270,,84490,,173
8f66c3,STMLR-1,CAMP_SAN_01,P01,172,33% OFF,126,175,,175,,115.24,,41839,,-1505,,49
9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,,18,,37.5,,1925,,-575,,-7
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,,30,,37.5,,2975,,-725,,-7
e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,,79,,311.25,,58618.75,,-9441.25,,-3
eae379,STVJD-0,CAMP_DIW_01,P01,172,33% OFF,161,231,,231,,115.24,,54312.44,,-1071.56,,70
8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,,317,,117,,92781,,-18603,,-40
718bb4,STHYD-2,CAMP_DIW_01,P12,62,50% OFF,129,165,,165,,31,,13113,,-2883,,36
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,,928,,175,,203700,,121100,,810
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,,20,,311.25,,16600,,-4150,,-5
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,,222,,117,,70434,,-18486,,-63
32d8f2,STCHE-5,CAMP_SAN_01,P05,55,25% OFF,31,26,,26,,41.25,,2777.5,,-632.5,,-5
2f0b42,STVSK-1,CAMP_SAN_01,P01,172,33% OFF,213,302,,302,,115.24,,71438.48,,-1833.52,,89
c0929c,STHYD-0,CAMP_SAN_01,P05,55,25% OFF,18,14,,14,,41.25,,1567.5,,-412.5,,-4
86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,,11,,311.25,,8818.75,,-1971.25,,-2
e621c9,STMLR-0,CAMP_SAN_01,P11,190,50% OFF,27,39,,39,,95,,8835,,-1425,,12
bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,,412,,510,,265200,,155040,,358
811007,STBLR-9,CAMP_SAN_01,P05,55,25% OFF,27,25,,25,,41.25,,2516.25,,-453.75,,-2
c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,,221,,217.5,,121147.5,,-25012.5,,-31
2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,,65,,95,,16055,,-3705,,13
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,,2794,,185,,650460,,383320,,2433
cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,,395,,117,,115479,,-23049,,-49
583386,STBLR-9,CAMP_SAN_01,P08,1190,BOGOF,63,254,,508,,595,,377230,,227290,,445
ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,,53,,311.25,,45546.25,,-12553.75,,-17
7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,,410,,175,,95550,,47950,,342
6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,,480,,175,,105000,,63000,,420
48d526,STCHE-7,CAMP_SAN_01,P15,3000,500 Cashback,115,332,,332,,2500,,1175000,,485000,,217
716abd,STMYS-1,CAMP_SAN_01,P08,1190,BOGOF,54,238,,476,,595,,347480,,218960,,422
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,,264,,175,,60200,,32200,,224
c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,,1416,,185,,329670,,194250,,1233
e17280,STVSK-2,CAMP_DIW_01,P08,1190,BOGOF,38,129,,258,,595,,198730,,108290,,220
388a78,STMDU-0,CAMP_SAN_01,P03,200,BOGOF,307,1277,,2554,,100,,316800,,194000,,2247
e116d8,STVSK-4,CAMP_DIW_01,P12,62,50% OFF,98,133,,133,,31,,10199,,-1953,,35
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,25% OFF,40,32,,32,,67.5,,5760,,-1440,,-8
e97ac0,STTRV-0,CAMP_SAN_01,P12,62,50% OFF,22,30,,30,,31,,2294,,-434,,8
02fe6a,STMLR-1,CAMP_DIW_01,P04,290,25% OFF,152,133,,133,,217.5,,73007.5,,-15152.5,,-19
a34aa4,STBLR-5,CAMP_DIW_01,P03,156,25% OFF,369,332,,332,,117,,96408,,-18720,,-37
7f1521,STMYS-1,CAMP_SAN_01,P05,55,25% OFF,19,14,,14,,41.25,,1622.5,,-467.5,,-5
8d14e2,STBLR-8,CAMP_DIW_01,P05,55,25% OFF,105,82,,82,,41.25,,9157.5,,-2392.5,,-23
7a22bc,STBLR-6,CAMP_DIW_01,P01,172,33% OFF,283,492,,492,,115.24,,105374.08,,8022.08,,209
32c24e,STBLR-8,CAMP_DIW_01,P02,860,33% OFF,392,568,,568,,576.2,,664401.6,,-9838.39999999997,,176
966652,STCBE-3,CAMP_DIW_01,P05,55,25% OFF,64,55,,55,,41.25,,5788.75,,-1251.25,,-9
acaff0,STHYD-0,CAMP_DIW_01,P12,62,50% OFF,133,195,,195,,31,,14291,,-2201,,62
b91c31,STMYS-1,CAMP_DIW_01,P05,55,25% OFF,89,71,,71,,41.25,,7823.75,,-1966.25,,-18
05e55f,STBLR-0,CAMP_SAN_01,P03,200,BOGOF,415,1759,,3518,,100,,434800,,268800,,3103
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,,202,,510,,132600,,73440,,173
160abb,STCBE-3,CAMP_SAN_01,P02,860,33% OFF,336,534,,534,,576.2,,596650.8,,18730.8,,198
613571,STTRV-1,CAMP_DIW_01,P15,3000,500 Cashback,168,514,,514,,2500,,1789000,,781000,,346
fea4be,STMYS-3,CAMP_SAN_01,P07,300,BOGOF,30,129,,258,,150,,47700,,29700,,228
d33301,STHYD-0,CAMP_DIW_01,P05,55,25% OFF,98,88,,88,,41.25,,9020,,-1760,,-10
675714,STCBE-3,CAMP_DIW_01,P13,350,BOGOF,61,201,,402,,175,,91700,,49000,,341
4cefe1,STMYS-1,CAMP_DIW_01,P12,62,50% OFF,127,185,,185,,31,,13609,,-2139,,58
34395c,STBLR-0,CAMP_DIW_01,P15,3000,500 Cashback,434,1514,,1514,,2500,,5087000,,2483000,,1080
90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25% OFF,25,18,,18,,41.25,,2117.5,,-632.5,,-7
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,,2878,,185,,670440,,394420,,2505
79bfae,STMYS-2,CAMP_DIW_01,P10,65,50% OFF,134,182,,182,,32.5,,14625,,-2795,,48
5202ed,STBLR-4,CAMP_DIW_01,P03,156,25% OFF,306,275,,275,,117,,79911,,-15561,,-31
e31e72,STHYD-4,CAMP_SAN_01,P10,50,25% OFF,33,31,,31,,37.5,,2812.5,,-487.5,,-2
3131b7,STMYS-3,CAMP_SAN_01,P09,90,25% OFF,54,45,,45,,67.5,,7897.5,,-1822.5,,-9
d134e0,STBLR-3,CAMP_DIW_01,P15,3000,500 Cashback,442,1365,,1365,,2500,,4738500,,2086500,,923
605f5e,STVJD-0,CAMP_DIW_01,P06,415,25% OFF,52,50,,50,,311.25,,37142.5,,-6017.5,,-2
d622c3,STHYD-0,CAMP_SAN_01,P10,50,25% OFF,25,20,,20,,37.5,,2000,,-500,,-5
fc3573,STMYS-2,CAMP_SAN_01,P08,1190,BOGOF,61,163,,326,,595,,266560,,121380,,265
d4b484,STHYD-2,CAMP_DIW_01,P10,65,50% OFF,140,186,,186,,32.5,,15145,,-3055,,46
9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,33% OFF,308,455,,455,,576.2,,527051,,-2709,,147
1507,STMDU-3,CAMP_DIW_01,P09,110,50% OFF,57,61,,61,,55,,9625,,-2915,,4
91fec3,STMYS-1,CAMP_DIW_01,P06,415,25% OFF,101,79,,79,,311.25,,66503.75,,-17326.25,,-22
66c422,STBLR-5,CAMP_DIW_01,P07,300,BOGOF,66,227,,454,,150,,87900,,48300,,388
0e888c,STVSK-3,CAMP_DIW_01,P02,860,33% OFF,274,334,,334,,576.2,,428090.8,,-43189.2,,60
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,,674,,175,,164500,,71400,,541
baecfe,STVJD-0,CAMP_SAN_01,P12,62,50% OFF,31,43,,43,,31,,3255,,-589,,12
261bd6,STCHE-0,CAMP_DIW_01,P02,860,33% OFF,308,452,,452,,576.2,,525322.4,,-4437.59999999998,,144
85e08f,STVSK-4,CAMP_DIW_01,P08,1190,BOGOF,50,152,,304,,595,,240380,,121380,,254
73564c,STBLR-5,CAMP_SAN_01,P11,190,50% OFF,43,63,,63,,95,,14155,,-2185,,20
316f12,STHYD-6,CAMP_SAN_01,P05,55,25% OFF,33,27,,27,,41.25,,2928.75,,-701.25,,-6
eb3ac8,STHYD-0,CAMP_SAN_01,P06,415,25% OFF,42,34,,34,,311.25,,28012.5,,-6847.5,,-8
930325,STTRV-0,CAMP_SAN_01,P09,90,25% OFF,31,28,,28,,67.5,,4680,,-900,,-3
292d0a,STMDU-0,CAMP_SAN_01,P01,172,33% OFF,219,304,,304,,115.24,,72700.96,,-2635.03999999999,,85
d4fced,STHYD-0,CAMP_SAN_01,P13,350,BOGOF,132,520,,1040,,175,,228200,,135800,,908
da3d1d,STVSK-2,CAMP_DIW_01,P06,415,25% OFF,78,69,,69,,311.25,,53846.25,,-10893.75,,-9
73f158,STHYD-2,CAMP_SAN_01,P14,1020,BOGOF,118,459,,918,,510,,588540,,347820,,800
b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,25% OFF,31,26,,26,,37.5,,2525,,-575,,-5
141aea,STCHE-7,CAMP_SAN_01,P14,1020,BOGOF,111,493,,986,,510,,616080,,389640,,875
42ba27,STBLR-2,CAMP_DIW_01,P05,55,25% OFF,115,101,,101,,41.25,,10491.25,,-2158.75,,-14
870b25,STMYS-0,CAMP_SAN_01,P04,370,BOGOF,418,1116,,2232,,185,,567580,,258260,,1814
e3929b,STMYS-0,CAMP_DIW_01,P12,62,50% OFF,98,128,,128,,31,,10044,,-2108,,30
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,,620,,510,,395760,,236640,,542
fe94ae,STMYS-1,CAMP_SAN_01,P04,370,BOGOF,450,1984,,3968,,185,,900580,,567580,,3518
66b7cc,STCHE-3,CAMP_DIW_01,P13,350,BOGOF,82,328,,656,,175,,143500,,86100,,574
3d7dc9,STCHE-1,CAMP_DIW_01,P10,65,50% OFF,127,133,,133,,32.5,,12577.5,,-3932.5,,6
5.40E+190,STBLR-0,CAMP_DIW_01,P02,860,33% OFF,362,535,,535,,576.2,,619587,,-3053,,173
1d8f76,STMYS-0,CAMP_DIW_01,P01,172,33% OFF,301,433,,433,,115.24,,101670.92,,-1873.07999999999,,132
4e7ca5,STMYS-1,CAMP_DIW_01,P07,300,BOGOF,54,219,,438,,150,,81900,,49500,,384
1bb04d,STCBE-3,CAMP_SAN_01,P01,172,33% OFF,240,355,,355,,115.24,,82190.2,,-369.799999999996,,115
793873,STVSK-2,CAMP_DIW_01,P03,156,25% OFF,248,225,,225,,117,,65013,,-12363,,-23
536fbf,STMLR-2,CAMP_DIW_01,P15,3000,500 Cashback,217,659,,659,,2500,,2298500,,996500,,442
b68b77,STCBE-0,CAMP_SAN_01,P01,172,33% OFF,244,368,,368,,115.24,,84376.32,,440.320000000007,,124
434698,STVSK-0,CAMP_SAN_01,P12,62,50% OFF,39,63,,63,,31,,4371,,-465,,24
021d48,STMLR-2,CAMP_SAN_01,P14,1020,BOGOF,61,243,,486,,510,,310080,,185640,,425
a386d9,STCHE-2,CAMP_SAN_01,P09,90,25% OFF,54,50,,50,,67.5,,8235,,-1485,,-4
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,,2674,,185,,619380,,370000,,2337
3af058,STVSK-3,CAMP_DIW_01,P07,300,BOGOF,36,108,,216,,150,,43200,,21600,,180
0efde2,STCHE-7,CAMP_SAN_01,P03,200,BOGOF,448,1895,,3790,,100,,468600,,289400,,3342
80be79,STBLR-4,CAMP_SAN_01,P08,1190,BOGOF,39,156,,312,,595,,232050,,139230,,273
879d9a,STBLR-2,CAMP_DIW_01,P15,3000,500 Cashback,318,915,,915,,2500,,3241500,,1333500,,597
742ad5,STBLR-4,CAMP_DIW_01,P02,860,33% OFF,357,549,,549,,576.2,,623353.8,,9313.80000000005,,192
b2270b,STHYD-0,CAMP_DIW_01,P07,300,BOGOF,52,173,,346,,150,,67500,,36300,,294
2e0f86,STMDU-2,CAMP_DIW_01,P12,62,50% OFF,71,80,,80,,31,,6882,,-1922,,9
d85264,STMLR-1,CAMP_SAN_01,P07,300,BOGOF,30,120,,240,,150,,45000,,27000,,210
34e00a,STCBE-1,CAMP_DIW_01,P11,190,50% OFF,61,65,,65,,95,,17765,,-5415,,4
e918c8,STBLR-4,CAMP_SAN_01,P09,90,25% OFF,66,56,,56,,67.5,,9720,,-2160,,-10
